model,layer_index,layer_ordinal,relative_depth,estimator,raw_or_pc,mechanism_a,mechanism_b,cosine
Meta-Llama-3.1-8B-Instruct,0,1,0.0,trimmed_mean,raw,refusal_suppression,persona_roleplay,0.0
Meta-Llama-3.1-8B-Instruct,0,1,0.0,trimmed_mean,raw,refusal_suppression,encoding_obfuscation,0.0
Meta-Llama-3.1-8B-Instruct,0,1,0.0,trimmed_mean,raw,refusal_suppression,payload_splitting,0.0
Meta-Llama-3.1-8B-Instruct,0,1,0.0,trimmed_mean,raw,refusal_suppression,distractors_negated,0.0
Meta-Llama-3.1-8B-Instruct,0,1,0.0,trimmed_mean,raw,persona_roleplay,encoding_obfuscation,0.0
Meta-Llama-3.1-8B-Instruct,0,1,0.0,trimmed_mean,raw,persona_roleplay,payload_splitting,0.0
Meta-Llama-3.1-8B-Instruct,0,1,0.0,trimmed_mean,raw,persona_roleplay,distractors_negated,0.0
Meta-Llama-3.1-8B-Instruct,0,1,0.0,trimmed_mean,raw,encoding_obfuscation,payload_splitting,0.0
Meta-Llama-3.1-8B-Instruct,0,1,0.0,trimmed_mean,raw,encoding_obfuscation,distractors_negated,0.0
Meta-Llama-3.1-8B-Instruct,0,1,0.0,trimmed_mean,raw,payload_splitting,distractors_negated,0.0
Meta-Llama-3.1-8B-Instruct,0,1,0.0,trimmed_mean,placebo_calibrated,prefix_injection,refusal_suppression,0.0
Meta-Llama-3.1-8B-Instruct,0,1,0.0,trimmed_mean,placebo_calibrated,prefix_injection,persona_roleplay,0.0
Meta-Llama-3.1-8B-Instruct,0,1,0.0,trimmed_mean,placebo_calibrated,prefix_injection,encoding_obfuscation,0.0
Meta-Llama-3.1-8B-Instruct,0,1,0.0,trimmed_mean,placebo_calibrated,prefix_injection,payload_splitting,0.0
Meta-Llama-3.1-8B-Instruct,0,1,0.0,trimmed_mean,placebo_calibrated,prefix_injection,distractors_negated,0.0
Meta-Llama-3.1-8B-Instruct,0,1,0.0,trimmed_mean,placebo_calibrated,refusal_suppression,persona_roleplay,0.0
Meta-Llama-3.1-8B-Instruct,0,1,0.0,trimmed_mean,placebo_calibrated,refusal_suppression,encoding_obfuscation,0.0
Meta-Llama-3.1-8B-Instruct,0,1,0.0,trimmed_mean,placebo_calibrated,refusal_suppression,payload_splitting,0.0
Meta-Llama-3.1-8B-Instruct,0,1,0.0,trimmed_mean,placebo_calibrated,refusal_suppression,distractors_negated,0.0
Meta-Llama-3.1-8B-Instruct,0,1,0.0,trimmed_mean,placebo_calibrated,persona_roleplay,encoding_obfuscation,0.0
Meta-Llama-3.1-8B-Instruct,0,1,0.0,trimmed_mean,placebo_calibrated,persona_roleplay,payload_splitting,0.0
Meta-Llama-3.1-8B-Instruct,0,1,0.0,trimmed_mean,placebo_calibrated,persona_roleplay,distractors_negated,0.0
Meta-Llama-3.1-8B-Instruct,0,1,0.0,trimmed_mean,placebo_calibrated,encoding_obfuscation,payload_splitting,0.0
Meta-Llama-3.1-8B-Instruct,0,1,0.0,trimmed_mean,placebo_calibrated,encoding_obfuscation,distractors_negated,0.0
Meta-Llama-3.1-8B-Instruct,0,1,0.0,trimmed_mean,placebo_calibrated,payload_splitting,distractors_negated,0.0
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,mean,raw,prefix_injection,refusal_suppression,0.9445910453796387
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,mean,raw,prefix_injection,persona_roleplay,0.8603795766830444
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,mean,raw,prefix_injection,encoding_obfuscation,0.4081856310367584
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,mean,raw,prefix_injection,payload_splitting,0.497191458940506
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,mean,raw,prefix_injection,distractors_negated,0.1064322292804718
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,mean,raw,refusal_suppression,persona_roleplay,0.9022631645202637
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,mean,raw,refusal_suppression,encoding_obfuscation,0.451060950756073
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,mean,raw,refusal_suppression,payload_splitting,0.5386019945144653
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,mean,raw,refusal_suppression,distractors_negated,0.17221060395240784
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,mean,raw,persona_roleplay,encoding_obfuscation,0.46382051706314087
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,mean,raw,persona_roleplay,payload_splitting,0.5194128751754761
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,mean,raw,persona_roleplay,distractors_negated,0.1299087554216385
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,mean,raw,encoding_obfuscation,payload_splitting,0.36998671293258667
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,mean,raw,encoding_obfuscation,distractors_negated,0.17465883493423462
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,mean,raw,payload_splitting,distractors_negated,0.7265207171440125
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,mean,placebo_calibrated,prefix_injection,refusal_suppression,0.6702313423156738
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,mean,placebo_calibrated,prefix_injection,persona_roleplay,0.1456054449081421
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,mean,placebo_calibrated,prefix_injection,encoding_obfuscation,0.08503761142492294
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,mean,placebo_calibrated,prefix_injection,payload_splitting,0.10787896066904068
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,mean,placebo_calibrated,prefix_injection,distractors_negated,0.12899726629257202
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,mean,placebo_calibrated,refusal_suppression,persona_roleplay,0.3665832281112671
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,mean,placebo_calibrated,refusal_suppression,encoding_obfuscation,0.14705099165439606
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,mean,placebo_calibrated,refusal_suppression,payload_splitting,0.1165742352604866
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,mean,placebo_calibrated,refusal_suppression,distractors_negated,0.0006707767024636269
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,mean,placebo_calibrated,persona_roleplay,encoding_obfuscation,0.17678302526474
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,mean,placebo_calibrated,persona_roleplay,payload_splitting,-0.017711849883198738
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,mean,placebo_calibrated,persona_roleplay,distractors_negated,-0.1080736592411995
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,mean,placebo_calibrated,encoding_obfuscation,payload_splitting,0.18548643589019775
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,mean,placebo_calibrated,encoding_obfuscation,distractors_negated,0.13666778802871704
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,mean,placebo_calibrated,payload_splitting,distractors_negated,0.7328622341156006
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,median,raw,prefix_injection,refusal_suppression,0.9460367560386658
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,median,raw,prefix_injection,persona_roleplay,0.8694776892662048
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,median,raw,prefix_injection,encoding_obfuscation,0.4303504228591919
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,median,raw,prefix_injection,payload_splitting,0.516273558139801
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,median,raw,prefix_injection,distractors_negated,0.14351420104503632
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,median,raw,refusal_suppression,persona_roleplay,0.9112608432769775
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,median,raw,refusal_suppression,encoding_obfuscation,0.47299546003341675
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,median,raw,refusal_suppression,payload_splitting,0.5635808110237122
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,median,raw,refusal_suppression,distractors_negated,0.21394963562488556
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,median,raw,persona_roleplay,encoding_obfuscation,0.4838186502456665
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,median,raw,persona_roleplay,payload_splitting,0.5422261953353882
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,median,raw,persona_roleplay,distractors_negated,0.17291197180747986
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,median,raw,encoding_obfuscation,payload_splitting,0.39410677552223206
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,median,raw,encoding_obfuscation,distractors_negated,0.20178988575935364
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,median,raw,payload_splitting,distractors_negated,0.7366247773170471
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,median,placebo_calibrated,prefix_injection,refusal_suppression,0.6655147075653076
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,median,placebo_calibrated,prefix_injection,persona_roleplay,0.14872948825359344
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,median,placebo_calibrated,prefix_injection,encoding_obfuscation,0.0873851403594017
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,median,placebo_calibrated,prefix_injection,payload_splitting,0.10911405086517334
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,median,placebo_calibrated,prefix_injection,distractors_negated,0.1317864954471588
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,median,placebo_calibrated,refusal_suppression,persona_roleplay,0.36833488941192627
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,median,placebo_calibrated,refusal_suppression,encoding_obfuscation,0.15367338061332703
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,median,placebo_calibrated,refusal_suppression,payload_splitting,0.1269085854291916
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,median,placebo_calibrated,refusal_suppression,distractors_negated,0.01371929794549942
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,median,placebo_calibrated,persona_roleplay,encoding_obfuscation,0.1825765073299408
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,median,placebo_calibrated,persona_roleplay,payload_splitting,-0.007211446296423674
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,median,placebo_calibrated,persona_roleplay,distractors_negated,-0.09725643694400787
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,median,placebo_calibrated,encoding_obfuscation,payload_splitting,0.19144636392593384
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,median,placebo_calibrated,encoding_obfuscation,distractors_negated,0.1412132978439331
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,median,placebo_calibrated,payload_splitting,distractors_negated,0.7300769686698914
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,trimmed_mean,raw,prefix_injection,refusal_suppression,0.9447594881057739
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,trimmed_mean,raw,prefix_injection,persona_roleplay,0.8602467775344849
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,trimmed_mean,raw,prefix_injection,encoding_obfuscation,0.4168544411659241
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,trimmed_mean,raw,prefix_injection,payload_splitting,0.5007759928703308
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,trimmed_mean,raw,prefix_injection,distractors_negated,0.11693255603313446
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,trimmed_mean,raw,refusal_suppression,persona_roleplay,0.9029406309127808
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,trimmed_mean,raw,refusal_suppression,encoding_obfuscation,0.45968618988990784
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,trimmed_mean,raw,refusal_suppression,payload_splitting,0.5435417890548706
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,trimmed_mean,raw,refusal_suppression,distractors_negated,0.18528349697589874
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,trimmed_mean,raw,persona_roleplay,encoding_obfuscation,0.4730249047279358
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,trimmed_mean,raw,persona_roleplay,payload_splitting,0.5242310762405396
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,trimmed_mean,raw,persona_roleplay,distractors_negated,0.14281262457370758
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,trimmed_mean,raw,encoding_obfuscation,payload_splitting,0.37722083926200867
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,trimmed_mean,raw,encoding_obfuscation,distractors_negated,0.1827041655778885
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,trimmed_mean,raw,payload_splitting,distractors_negated,0.72930908203125
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,trimmed_mean,placebo_calibrated,prefix_injection,refusal_suppression,0.6692529320716858
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,trimmed_mean,placebo_calibrated,prefix_injection,persona_roleplay,0.14603452384471893
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,trimmed_mean,placebo_calibrated,prefix_injection,encoding_obfuscation,0.08567884564399719
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,trimmed_mean,placebo_calibrated,prefix_injection,payload_splitting,0.10875533521175385
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,trimmed_mean,placebo_calibrated,prefix_injection,distractors_negated,0.13063016533851624
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,trimmed_mean,placebo_calibrated,refusal_suppression,persona_roleplay,0.367838591337204
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,trimmed_mean,placebo_calibrated,refusal_suppression,encoding_obfuscation,0.1510031819343567
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,trimmed_mean,placebo_calibrated,refusal_suppression,payload_splitting,0.1222267895936966
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,trimmed_mean,placebo_calibrated,refusal_suppression,distractors_negated,0.008747135289013386
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,trimmed_mean,placebo_calibrated,persona_roleplay,encoding_obfuscation,0.1804678589105606
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,trimmed_mean,placebo_calibrated,persona_roleplay,payload_splitting,-0.011231297627091408
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,trimmed_mean,placebo_calibrated,persona_roleplay,distractors_negated,-0.09994745254516602
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,trimmed_mean,placebo_calibrated,encoding_obfuscation,payload_splitting,0.18887148797512054
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,trimmed_mean,placebo_calibrated,encoding_obfuscation,distractors_negated,0.13896268606185913
Meta-Llama-3.1-8B-Instruct,1,2,0.03225806451612903,trimmed_mean,placebo_calibrated,payload_splitting,distractors_negated,0.731895387172699
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,mean,raw,prefix_injection,refusal_suppression,0.8747031688690186
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,mean,raw,prefix_injection,persona_roleplay,0.7896074652671814
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,mean,raw,prefix_injection,encoding_obfuscation,0.3490281403064728
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,mean,raw,prefix_injection,payload_splitting,0.4502686858177185
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,mean,raw,prefix_injection,distractors_negated,0.19949603080749512
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,mean,raw,refusal_suppression,persona_roleplay,0.8476817607879639
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,mean,raw,refusal_suppression,encoding_obfuscation,0.40493133664131165
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,mean,raw,refusal_suppression,payload_splitting,0.5207920074462891
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,mean,raw,refusal_suppression,distractors_negated,0.29106324911117554
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,mean,raw,persona_roleplay,encoding_obfuscation,0.39203760027885437
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,mean,raw,persona_roleplay,payload_splitting,0.48547857999801636
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,mean,raw,persona_roleplay,distractors_negated,0.23316927254199982
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,mean,raw,encoding_obfuscation,payload_splitting,0.3712036609649658
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,mean,raw,encoding_obfuscation,distractors_negated,0.20125812292099
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,mean,raw,payload_splitting,distractors_negated,0.7545332908630371
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,mean,placebo_calibrated,prefix_injection,refusal_suppression,0.5426080226898193
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,mean,placebo_calibrated,prefix_injection,persona_roleplay,0.3220605254173279
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,mean,placebo_calibrated,prefix_injection,encoding_obfuscation,0.20949304103851318
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,mean,placebo_calibrated,prefix_injection,payload_splitting,0.2445361167192459
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,mean,placebo_calibrated,prefix_injection,distractors_negated,0.25798073410987854
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,mean,placebo_calibrated,refusal_suppression,persona_roleplay,0.398634672164917
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,mean,placebo_calibrated,refusal_suppression,encoding_obfuscation,0.25694704055786133
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,mean,placebo_calibrated,refusal_suppression,payload_splitting,0.28495147824287415
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,mean,placebo_calibrated,refusal_suppression,distractors_negated,0.21726474165916443
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,mean,placebo_calibrated,persona_roleplay,encoding_obfuscation,0.26129576563835144
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,mean,placebo_calibrated,persona_roleplay,payload_splitting,0.25120246410369873
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,mean,placebo_calibrated,persona_roleplay,distractors_negated,0.21019209921360016
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,mean,placebo_calibrated,encoding_obfuscation,payload_splitting,0.2997625470161438
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,mean,placebo_calibrated,encoding_obfuscation,distractors_negated,0.21713128685951233
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,mean,placebo_calibrated,payload_splitting,distractors_negated,0.7666043043136597
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,median,raw,prefix_injection,refusal_suppression,0.8810541033744812
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,median,raw,prefix_injection,persona_roleplay,0.8068639039993286
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,median,raw,prefix_injection,encoding_obfuscation,0.3748239576816559
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,median,raw,prefix_injection,payload_splitting,0.4732934832572937
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,median,raw,prefix_injection,distractors_negated,0.23104488849639893
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,median,raw,refusal_suppression,persona_roleplay,0.8617589473724365
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,median,raw,refusal_suppression,encoding_obfuscation,0.43154579401016235
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,median,raw,refusal_suppression,payload_splitting,0.5446120500564575
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,median,raw,refusal_suppression,distractors_negated,0.32183048129081726
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,median,raw,persona_roleplay,encoding_obfuscation,0.4180646538734436
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,median,raw,persona_roleplay,payload_splitting,0.5083394050598145
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,median,raw,persona_roleplay,distractors_negated,0.26676347851753235
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,median,raw,encoding_obfuscation,payload_splitting,0.39347976446151733
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,median,raw,encoding_obfuscation,distractors_negated,0.22234226763248444
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,median,raw,payload_splitting,distractors_negated,0.759920060634613
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,median,placebo_calibrated,prefix_injection,refusal_suppression,0.5356606245040894
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,median,placebo_calibrated,prefix_injection,persona_roleplay,0.3232613801956177
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,median,placebo_calibrated,prefix_injection,encoding_obfuscation,0.2081005722284317
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,median,placebo_calibrated,prefix_injection,payload_splitting,0.24301956593990326
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,median,placebo_calibrated,prefix_injection,distractors_negated,0.2598247528076172
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,median,placebo_calibrated,refusal_suppression,persona_roleplay,0.4100295305252075
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,median,placebo_calibrated,refusal_suppression,encoding_obfuscation,0.26411211490631104
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,median,placebo_calibrated,refusal_suppression,payload_splitting,0.29624661803245544
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,median,placebo_calibrated,refusal_suppression,distractors_negated,0.23238471150398254
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,median,placebo_calibrated,persona_roleplay,encoding_obfuscation,0.2684740424156189
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,median,placebo_calibrated,persona_roleplay,payload_splitting,0.25915583968162537
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,median,placebo_calibrated,persona_roleplay,distractors_negated,0.21849669516086578
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,median,placebo_calibrated,encoding_obfuscation,payload_splitting,0.30483147501945496
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,median,placebo_calibrated,encoding_obfuscation,distractors_negated,0.2224850207567215
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,median,placebo_calibrated,payload_splitting,distractors_negated,0.7645998597145081
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,trimmed_mean,raw,prefix_injection,refusal_suppression,0.8765783309936523
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,trimmed_mean,raw,prefix_injection,persona_roleplay,0.7928708791732788
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,trimmed_mean,raw,prefix_injection,encoding_obfuscation,0.3576563894748688
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,trimmed_mean,raw,prefix_injection,payload_splitting,0.45606672763824463
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,trimmed_mean,raw,prefix_injection,distractors_negated,0.2083796262741089
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,trimmed_mean,raw,refusal_suppression,persona_roleplay,0.8510904908180237
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,trimmed_mean,raw,refusal_suppression,encoding_obfuscation,0.41361337900161743
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,trimmed_mean,raw,refusal_suppression,payload_splitting,0.5265247821807861
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,trimmed_mean,raw,refusal_suppression,distractors_negated,0.300443559885025
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,trimmed_mean,raw,persona_roleplay,encoding_obfuscation,0.4014313519001007
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,trimmed_mean,raw,persona_roleplay,payload_splitting,0.49116480350494385
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,trimmed_mean,raw,persona_roleplay,distractors_negated,0.24300847947597504
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,trimmed_mean,raw,encoding_obfuscation,payload_splitting,0.37761086225509644
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,trimmed_mean,raw,encoding_obfuscation,distractors_negated,0.20752480626106262
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,trimmed_mean,raw,payload_splitting,distractors_negated,0.7557408809661865
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,trimmed_mean,placebo_calibrated,prefix_injection,refusal_suppression,0.5409641861915588
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,trimmed_mean,placebo_calibrated,prefix_injection,persona_roleplay,0.322346568107605
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,trimmed_mean,placebo_calibrated,prefix_injection,encoding_obfuscation,0.20872589945793152
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,trimmed_mean,placebo_calibrated,prefix_injection,payload_splitting,0.24460847675800323
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,trimmed_mean,placebo_calibrated,prefix_injection,distractors_negated,0.2588346600532532
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,trimmed_mean,placebo_calibrated,refusal_suppression,persona_roleplay,0.4038408100605011
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,trimmed_mean,placebo_calibrated,refusal_suppression,encoding_obfuscation,0.2611919045448303
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,trimmed_mean,placebo_calibrated,refusal_suppression,payload_splitting,0.29115030169487
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,trimmed_mean,placebo_calibrated,refusal_suppression,distractors_negated,0.22467130422592163
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,trimmed_mean,placebo_calibrated,persona_roleplay,encoding_obfuscation,0.26494529843330383
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,trimmed_mean,placebo_calibrated,persona_roleplay,payload_splitting,0.2560340464115143
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,trimmed_mean,placebo_calibrated,persona_roleplay,distractors_negated,0.21460570394992828
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,trimmed_mean,placebo_calibrated,encoding_obfuscation,payload_splitting,0.30232998728752136
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,trimmed_mean,placebo_calibrated,encoding_obfuscation,distractors_negated,0.21979017555713654
Meta-Llama-3.1-8B-Instruct,2,3,0.06451612903225806,trimmed_mean,placebo_calibrated,payload_splitting,distractors_negated,0.7663651704788208
Meta-Llama-3.1-8B-Instruct,3,4,0.0967741935483871,mean,raw,prefix_injection,refusal_suppression,0.8655070662498474
Meta-Llama-3.1-8B-Instruct,3,4,0.0967741935483871,mean,raw,prefix_injection,persona_roleplay,0.7735153436660767
